"species","family","respiration_rate_gC_per_d","individual_mass_g","temperature_celsius","habitat","reef"
"Gillichthys mirabilis","Gobiidae",107,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",110,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",113,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",118,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",121,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",124,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",127,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",135,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",138,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",140,14.2,288.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",144,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",155,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",170,14,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",172,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",175,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",180,14,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",194,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",197,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",200,14,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",208,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",214,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",223,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",240,14.2,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",251,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",254,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",260,14.2,297.55,"Marine","no"
"Gillichthys mirabilis","Gobiidae",260,14,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",280,14,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",290,14.2,301.75,"Marine","no"
"Gillichthys mirabilis","Gobiidae",338,16.7,293.15,"Marine","no"
"Girella nigricans","Kyphosidae",85,210,291.15,"Marine","no"
"Girella nigricans","Kyphosidae",89,257,293.15,"Marine","no"
"Girella nigricans","Kyphosidae",187,70.3,293.15,"Marine","no"
"Girella nigricans","Kyphosidae",280,5.6,293.15,"Marine","no"
"Girella nigricans","Kyphosidae",1215,40,289.85,"Marine","no"
"Glossogobius giuris","Gobiidae",34,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",76,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",93,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",98,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",158,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",172,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",182,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",191,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",215,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",229,15.07,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",229,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",230,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",249,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",291,14.87,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",291,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",343,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",361,15,299.15,"Marine","no"
"Glossogobius giuris","Gobiidae",536,6.19,299.15,"Marine","no"
"Gobio gobio","Cyprinidae",147,17,285.15,"Freshwater","no"
"Gobio gobio","Cyprinidae",230,11,290.15,"Freshwater","no"
"Gobio gobio","Cyprinidae",248,7.6,291.15,"Freshwater","no"
"Gobio gobio","Cyprinidae",281,63.8,291.15,"Freshwater","no"
"Gobio gobio","Cyprinidae",331,3.87,291.15,"Freshwater","no"
"Gobio gobio","Cyprinidae",350,1.2,291.15,"Freshwater","no"
"Gobionotothen gibberifrons","Nototheniidae",23,470,273.45,"Marine","no"
"Gobius paganellus","Gobiidae",219,10.5,296.25,"Marine","no"
"Gymnocephalus cernua","Percidae",142,64.8,290.15,"Freshwater","no"
"Gymnocephalus cernua","Percidae",195,10.4,291.15,"Freshwater","no"
"Gymnodraco acuticeps","Bathydraconidae",47,74.4,272.25,"Marine","no"
"Gymnoscopelus braueri","Myctophidae",37,11.4,273.45,"Marine","no"
"Gymnoscopelus opisthopterus","Myctophidae",32,23.55,273.45,"Marine","no"
"Hemichromis bimaculatus","Cichlidae",193,3,298.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",36,45,291.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",59,45,293.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",73,45,297.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",76,45,303.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",85,45,303.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",89,45,299.65,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",102,45,303.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",115,45,303.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",846,0.02,301.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",852,0.01,301.15,"Freshwater","no"
"Heteropneustes fossilis","Heteropneustidae",1106,0.01,301.15,"Freshwater","no"
"Hippocampus hippocampus","Syngnathidae",129,10,291.15,"Marine","no"
"Hippocampus hippocampus","Syngnathidae",149,3.1,293.15,"Marine","no"
"Hippocampus hippocampus","Syngnathidae",163,2.85,293.15,"Marine","no"
"Hippocampus hippocampus","Syngnathidae",232,3.1,298.15,"Marine","no"
"Hippocampus hippocampus","Syngnathidae",251,1.75,295.35,"Marine","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",39,243,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",66,243,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",75,388,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",95,368,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",96,533,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",101,378,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",101,227,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",101,303,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",119,190,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",121,107,301.65,"Freshwater","no"
"Hoplerythrinus unitaeniatus","Erythrinidae",129,213,301.65,"Freshwater","no"
"Ichthyomyzon fossor","Petromyzontidae",153,3.78,291.15,"Freshwater","no"
"Ictalurus punctatus","Ictaluridae",117,4.5,295.15,"Freshwater","no"
"Ictalurus punctatus","Ictaluridae",120,4.5,295.15,"Freshwater","no"
"Ictalurus punctatus","Ictaluridae",132,4.5,295.15,"Freshwater","no"
"Kuhlia sandvicensis","Kuhliidae",106,58,296.15,"Marine","no"
"Kuhlia sandvicensis","Kuhliidae",110,58,296.15,"Marine","no"
"Kuhlia sandvicensis","Kuhliidae",141,58,296.15,"Marine","no"
"Kuhlia sandvicensis","Kuhliidae",146,58,296.15,"Marine","no"
"Kuhlia sandvicensis","Kuhliidae",158,58,296.15,"Marine","no"
"Kuhlia sandvicensis","Kuhliidae",164,58,296.15,"Marine","no"
"Kuhlia sandvicensis","Kuhliidae",177,58,296.15,"Marine","no"
"Kuhlia sandvicensis","Kuhliidae",181,58,296.15,"Marine","no"
"Labeo calbasu","Cyprinidae",57,0.3,300.65,"Freshwater","no"
"Labeo calbasu","Cyprinidae",69,0.26,300.65,"Freshwater","no"
"Labeo calbasu","Cyprinidae",600,0.23,300.65,"Freshwater","no"
"Labeo calbasu","Cyprinidae",630,0.19,300.65,"Freshwater","no"
"Labeo calbasu","Cyprinidae",670,0.12,300.65,"Freshwater","no"
"Labeo calbasu","Cyprinidae",670,0.15,300.65,"Freshwater","no"
"Labeo calbasu","Cyprinidae",700,0.1,300.65,"Freshwater","no"
"Labeo calbasu","Cyprinidae",800,0.1,300.65,"Freshwater","no"
"Labeo capensis","Cyprinidae",39,357.96,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",43,321.87,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",46,412.46,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",46,333.48,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",53,242.44,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",53,214.17,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",66,251.18,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",68,230,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",69,310.67,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",70,230,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",71,299.86,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",72,305.22,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",74,158.48,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",78,192.58,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",79,53.79,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",82,182.61,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",90,412.46,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",91,189.2,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",92,31.06,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",95,93.16,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",102,67.72,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",102,405.22,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",109,364.36,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",118,17.01,281.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",123,299.86,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",132,370.87,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",152,230,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",153,279.35,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",161,299.86,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",162,185.87,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",170,289.42,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",176,269.63,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",182,299.86,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",204,142.51,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",210,206.72,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",219,78.03,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",234,196.02,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",242,182.61,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",282,33.34,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",294,17.94,296.15,"Freshwater","no"
"Labeo capensis","Cyprinidae",304,26.02,296.15,"Freshwater","no"
"Labeo rohita","Cyprinidae",413,11.5,298.15,"Freshwater","no"
"Labeo rohita","Cyprinidae",516,8.5,298.15,"Freshwater","no"
"Labeo rohita","Cyprinidae",574,7,298.15,"Freshwater","no"
"Labeo rohita","Cyprinidae",609,6,298.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",17,325.5,283.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",26,143.7,283.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",38,62.1,283.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",42,325.5,288.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",48,32.9,283.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",50,143.7,288.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",52,18.8,283.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",67,62.1,288.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",76,12.5,283.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",80,143.7,293.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",81,32.9,288.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",81,325.5,293.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",89,7.4,283.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",90,18.8,288.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",101,62.1,293.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",113,12.5,288.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",115,143.7,298.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",118,32.9,293.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",133,18.8,293.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",134,325.5,298.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",136,7.4,288.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",139,62.1,298.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",151,12.5,293.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",157,32.9,298.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",179,18.8,298.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",183,7.4,293.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",188,12.5,298.15,"Freshwater","no"
"Labeobarbus aeneus","Cyprinidae",230,7.4,298.15,"Freshwater","no"
"Labrus bergylta","Labridae",85,125,291.15,"Marine","yes"
"Labrus bergylta","Labridae",256,32,291.65,"Marine","yes"
"Labrus bergylta","Labridae",256,58,291.65,"Marine","yes"
"Labrus bergylta","Labridae",274,57,291.65,"Marine","yes"
"Lagodon rhomboides","Sparidae",57,13.5,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",71,13.5,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",84,13.5,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",89,7.8,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",96,13.5,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",108,7.8,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",115,13.5,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",130,7.8,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",150,10,283.15,"Marine","no"
"Lagodon rhomboides","Sparidae",152,7.8,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",178,7.8,298.15,"Marine","no"
"Lagodon rhomboides","Sparidae",336,10,293.15,"Marine","no"
"Lagodon rhomboides","Sparidae",420,10,300.15,"Marine","no"
"Lagodon rhomboides","Sparidae",743,44,293.15,"Marine","no"
"Lampetra fluviatilis","Petromyzontidae",140,37,289.65,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",56,11.1,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",61,14.5,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",64,14.5,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",70,11.1,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",72,14.5,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",79,18,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",90,14.5,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",98,11.1,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",104,18,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",126,14.5,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",128,11.1,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",130,18,298.15,"Marine","no"
"Leiostomus xanthurus","Sciaenidae",131,18,298.15,"Marine","no"
"Lepomis cyanellus","Centrarchidae",130,10,288.15,"Freshwater","no"
"Lepomis cyanellus","Centrarchidae",165,10,298.15,"Freshwater","no"
"Lepomis cyanellus","Centrarchidae",364,10,308.15,"Freshwater","no"
"Lepomis gibbosus","Centrarchidae",23,30,278.15,"Freshwater","no"
"Lepomis gibbosus","Centrarchidae",49,30,283.15,"Freshwater","no"
"Lepomis gibbosus","Centrarchidae",73,30,288.15,"Freshwater","no"
"Lepomis gibbosus","Centrarchidae",86,30,293.15,"Freshwater","no"
"Lepomis gibbosus","Centrarchidae",120,30,298.15,"Freshwater","no"
"Lepomis gibbosus","Centrarchidae",180,10,298.15,"Freshwater","no"
"Lepomis gibbosus","Centrarchidae",290,10,303.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",50,133,303.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",51,133.5,286.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",51,69.98,285.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",52,133.5,286.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",53,45.1,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",58,133.5,286.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",68,63.97,285.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",96,81.08,287.95,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",96,105.93,288.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",100,12.1,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",100,87.9,292.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",100,100,279.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",100,133.5,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",103,61.94,282.55,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",104,133.5,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",104,103.99,285.45,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",105,133.5,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",106,10.4,303.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",106,133.5,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",106,133,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",117,77.98,288.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",121,79.98,285.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",123,7.3,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",126,100,288.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",126,100,283.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",130,133.5,303.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",133,15,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",133,8,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",134,46.98,292.75,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",134,65.01,283.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",135,11.42,293.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",140,133,286.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",141,55.97,285.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",143,26.6,292.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",149,89.94,292.45,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",150,118,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",156,89.94,288.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",162,10,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",164,69.98,297.35,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",166,77.98,291.65,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",167,9.11,293.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",171,51.04,296.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",174,23.6,292.85,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",174,68.07,282.35,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",176,7,308.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",177,68.07,285.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",177,95.94,290.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",179,12.61,293.65,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",182,79.98,285.45,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",183,72.94,285.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",186,23.22,295.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",187,66.98,281.55,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",189,19.85,294.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",192,8,308.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",192,15,308.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",192,74.98,285.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",194,74.98,285.05,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",212,100,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",225,8,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",240,10,303.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",254,5.9,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",300,5,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",318,4.44,295.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",330,68.07,297.65,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",338,7.1,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",342,7.3,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",353,6.8,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",383,6,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",410,6.1,298.15,"Freshwater","no"
"Lepomis macrochirus","Centrarchidae",435,6.21,298.15,"Freshwater","no"
"Leucaspius delineatus","Cyprinidae",440,1.52,293.15,"Freshwater","no"
"Leuciscus idus","Cyprinidae",40,650,283.15,"Freshwater","no"
"Leuciscus idus","Cyprinidae",70,815,288.15,"Freshwater","no"
"Leuciscus idus","Cyprinidae",120,118,288.15,"Freshwater","no"
"Leuciscus idus","Cyprinidae",141,900,293.15,"Freshwater","no"
"Leuciscus idus","Cyprinidae",200,20,288.15,"Freshwater","no"
"Leuciscus idus","Cyprinidae",222,120,293.15,"Freshwater","no"
"Leuciscus idus","Cyprinidae",353,15,293.15,"Freshwater","no"
"Leuciscus leuciscus","Cyprinidae",360,9.95,289.65,"Freshwater","no"
"Leuroglossus stilbius","Bathylagidae",34,8.55,278.15,"Marine","no"
"Limanda limanda","Pleuronectidae",97,7,283.15,"Marine","no"
"Lipolagus ochotensis","Bathylagidae",120,3.4,283.15,"Marine","no"
"Lipophrys pholis","Blenniidae",106,35.45,290.15,"Marine","no"
"Lipophrys pholis","Blenniidae",147,20,290.15,"Marine","no"
"Lipophrys pholis","Blenniidae",164,22.05,290.15,"Marine","no"
"Lipophrys pholis","Blenniidae",199,12.12,290.15,"Marine","no"
"Lipophrys pholis","Blenniidae",221,5.17,290.15,"Marine","no"
"Lipophrys pholis","Blenniidae",289,38,291.65,"Marine","no"
"Lipophrys pholis","Blenniidae",293,16.5,291.65,"Marine","no"
"Lipophrys pholis","Blenniidae",309,1.43,290.15,"Marine","no"
"Lipophrys pholis","Blenniidae",336,13.5,291.65,"Marine","no"
"Lipophrys pholis","Blenniidae",350,8.5,291.65,"Marine","no"
"Liza dumerili","Mugilidae",69,42.5,291.15,"Marine","no"
"Liza dumerili","Mugilidae",71,56.5,291.15,"Marine","no"
"Liza dumerili","Mugilidae",73,25.9,286.15,"Marine","no"
"Liza dumerili","Mugilidae",80,79.6,296.15,"Marine","no"
"Liza dumerili","Mugilidae",83,61,296.15,"Marine","no"
"Liza dumerili","Mugilidae",87,54.4,296.15,"Marine","no"
"Liza dumerili","Mugilidae",99,49.5,301.15,"Marine","no"
"Liza dumerili","Mugilidae",103,46.7,296.15,"Marine","no"
"Liza dumerili","Mugilidae",104,14.4,286.15,"Marine","no"
"Liza dumerili","Mugilidae",110,21,291.15,"Marine","no"
"Liza dumerili","Mugilidae",111,10.6,286.15,"Marine","no"
"Liza dumerili","Mugilidae",112,13.8,286.15,"Marine","no"
"Liza dumerili","Mugilidae",113,35.1,296.15,"Marine","no"
"Liza dumerili","Mugilidae",117,31.3,296.15,"Marine","no"
"Liza dumerili","Mugilidae",119,68.3,306.15,"Marine","no"
"Liza dumerili","Mugilidae",123,8.58,286.15,"Marine","no"
"Liza dumerili","Mugilidae",127,53.4,301.15,"Marine","no"
"Liza dumerili","Mugilidae",130,10.8,286.15,"Marine","no"
"Liza dumerili","Mugilidae",133,7.66,286.15,"Marine","no"
"Liza dumerili","Mugilidae",144,38.6,306.15,"Marine","no"
"Liza dumerili","Mugilidae",161,18.7,296.15,"Marine","no"
"Liza dumerili","Mugilidae",168,17.4,291.15,"Marine","no"
"Liza dumerili","Mugilidae",184,12.6,291.15,"Marine","no"
"Liza dumerili","Mugilidae",193,10.4,296.15,"Marine","no"
"Liza dumerili","Mugilidae",198,11.4,296.15,"Marine","no"
"Liza dumerili","Mugilidae",211,7.95,291.15,"Marine","no"
"Liza dumerili","Mugilidae",216,11.4,301.15,"Marine","no"
"Liza dumerili","Mugilidae",217,34.5,301.15,"Marine","no"
"Liza dumerili","Mugilidae",218,13.8,301.15,"Marine","no"
"Liza dumerili","Mugilidae",239,7.66,296.15,"Marine","no"
"Liza dumerili","Mugilidae",261,12.3,306.15,"Marine","no"
"Liza dumerili","Mugilidae",271,16.4,296.15,"Marine","no"
"Liza dumerili","Mugilidae",271,10.8,301.15,"Marine","no"
"Liza dumerili","Mugilidae",279,4.41,301.15,"Marine","no"
"Liza dumerili","Mugilidae",279,12.8,296.15,"Marine","no"
"Liza dumerili","Mugilidae",295,9.44,306.15,"Marine","no"
"Liza dumerili","Mugilidae",302,10,301.15,"Marine","no"
"Liza dumerili","Mugilidae",317,11.6,301.15,"Marine","no"
"Liza dumerili","Mugilidae",319,7.23,296.15,"Marine","no"
"Liza dumerili","Mugilidae",332,12.1,296.15,"Marine","no"
"Liza dumerili","Mugilidae",391,7.23,301.15,"Marine","no"
"Liza dumerili","Mugilidae",435,11.9,306.15,"Marine","no"
"Liza dumerili","Mugilidae",483,13.3,306.15,"Marine","no"
"Liza dumerili","Mugilidae",529,9.44,306.15,"Marine","no"
"Liza dumerili","Mugilidae",568,5.98,306.15,"Marine","no"
"Liza richardsonii","Mugilidae",129,39.2,286.15,"Marine","no"
"Liza richardsonii","Mugilidae",153,27.5,286.15,"Marine","no"
"Liza richardsonii","Mugilidae",217,29.6,286.15,"Marine","no"
"Liza richardsonii","Mugilidae",224,31.3,291.15,"Marine","no"
"Liza richardsonii","Mugilidae",229,43.9,291.15,"Marine","no"
